,0
1077,99.49031497081538
1078,93.35916692288492
1079,71.19252827310198
1080,95.99358120759739
1081,72.4077941962215
1082,80.07686857820298
1083,104.60544872346962
1084,26.332160394966458
1085,96.8582415886135
1086,61.856662949885475
1087,79.23664485249734
1088,101.95838248872413
1089,93.02055136345746
1090,80.29908132076415
1091,94.00184398883984
1092,72.26812938824355
1093,93.04543306164476
1094,99.00676998251356
1095,75.10287727093093
1096,105.45571862448091
1097,96.72070373546181
1098,-104.82925153035826
1099,-103.84953792736077
1100,73.06370842356158
1101,93.26558680015974
1102,-53.684894223599514
1103,71.60650636124315
1104,110.11245960835345
1105,73.28550139077849
1106,69.25845994957629
1107,-65.31738564232649
1108,-60.11095075232237
1109,88.47540156128326
1110,90.74649416937729
1111,102.41543346358901
1112,-97.40163180376304
1113,97.60627319916719
1114,72.49587928222998
1115,87.93558263461384
1116,94.40701696048927
1117,103.79317659292138
1118,81.82038351475497
1119,81.45671570026816
1120,74.43857885200116
1121,110.26464267434235
1122,83.68870154133452
1123,61.2055457780146
1124,88.14048653395359
1125,90.92227528923281
1126,94.5779014044519
1127,75.1723427250622
1128,98.09274823881208
1129,77.06666191022593
1130,107.73184266996574
1131,81.81899628145247
1132,-39.169713865839405
1133,90.98786276024025
1134,-68.8094565960694
1135,-163.88343119902507
1136,92.93578204826626
1137,87.06293443246089
1138,81.38446779360474
1139,103.03119981230905
1140,85.03024584415363
1141,72.81070857294392
1142,112.08316089283365
1143,76.86191581457204
1144,96.8207715086921
1145,92.09351612141927
1146,78.7904001856518
1147,105.74509563931203
1148,42.695327483835975
1149,88.71460120206496
1150,19.705571019136187
1151,67.10051385731799
1152,40.42821390910314
1153,227.01073792140912
1154,85.96068556757392
1155,100.34420763644252
1156,106.19427802738409
1157,73.74392316088935
1158,84.60617352332595
1159,93.29253811439517
1160,97.7799719685737
1161,79.58961035942065
1162,82.77267448190875
1163,90.54601443999664
1164,77.25219075620187
1165,100.63868766352542
1166,85.50643128823064
1167,74.07227704201992
1168,108.14515266149492
1169,90.9857812168086
1170,111.86776384236634
1171,82.07011700949725
1172,33.190502295975044
1173,82.25593998286986
1174,121.89671470647117
1175,92.93005196184508
1176,105.94043324430554
1177,91.43947544012863
1178,100.36017209922434
1179,96.31632596602694
1180,111.03974234347031
1181,89.52569869457577
1182,77.20493661699714
1183,101.85743528463358
1184,86.71453984630782
1185,108.73915160039269
1186,104.00349850297977
1187,89.84318267125109
1188,89.16157870535751
1189,96.72782713738658
1190,94.6820369437338
1191,86.61768324268827
1192,89.21270383719315
1193,84.5805557394716
1194,77.70750188001621
1195,78.7533325525776
1196,90.97868633097363
1197,109.89399283514476
1198,69.23448116809179
1199,85.46506769489187
1200,92.15659950253364
1201,89.27821607893205
1202,82.80550079831941
1203,95.15383531577328
1204,97.1589323563378
1205,101.24436811478911
1206,97.25097691475374
1207,75.53386231135097
1208,95.9484230273612
1209,75.72062749282358
1210,95.62771338303703
1211,90.14847325392988
1212,89.93409584154574
1213,88.01213824922557
1214,87.84068688876559
1215,88.63134001900032
1216,91.00035797452465
1217,100.7049286239569
1218,92.75044055674732
1219,77.71893746707967
1220,111.09908587558877
1221,97.15088268232
1222,79.36807069694976
1223,85.30914313637162
1224,78.46370289128072
1225,88.90387829500914
1226,85.95397012844992
1227,86.92237492009212
1228,79.03092950249817
1229,75.22255367058854
1230,100.24231752049194
1231,80.62542967276049
1232,89.62071538315287
1233,80.17951180090489
1234,95.10794146657867
1235,80.07396159270839
1236,78.38373333389005
1237,90.96285070477326
1238,80.38614092410864
1239,87.90887324180967
1240,86.1698798906595
1241,83.24668382284278
1242,101.97172415766856
1243,81.64254243677276
1244,102.96529084348478
1245,80.24870195123344
1246,92.08039862986611
1247,91.84588799720419
1248,81.2115155987162
1249,86.45745501664001
1250,87.77420001464138
1251,81.22742170939465
1252,83.2633993885861
1253,105.23370316221653
1254,81.6683987625242
1255,-35.570383022092344
1256,107.12495788213865
1257,71.77284851864353
1258,73.1091645497183
1259,101.02959660614042
1260,102.40126142682165
1261,89.7283144826051
1262,87.75358617295012
1263,93.66967683713666
1264,90.15731762982332
1265,72.49214064015241
1266,102.26777633337703
1267,96.68343334103116
1268,11.139153459865675
1269,92.56646628312878
1270,91.35961900907735
1271,-10.77454489956509
1272,73.75818966917333
1273,-33.543934366693435
1274,102.94457586202415
1275,100.5580807617718
1276,71.10232757279071
1277,103.86023845107076
1278,85.773117674464
1279,-80.5481985094317
1280,91.60039290862156
1281,80.9636569744893
1282,90.6299953866794
1283,89.68644228023932
1284,-22.493880917687733
1285,91.6479778092701
1286,96.66170274329345
